"Ranking","Image","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"758","https://static-cdn.jtvnw.net/jtv_user_pictures/ca282843-1097-49e2-9559-af1df6ecc75f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","actingliketommy","26603865","148695","6490","178","658815","1982","true","true","English","actingliketommy"
"759","https://static-cdn.jtvnw.net/jtv_user_pictures/saddummy-profile_image-925b92caa01026ae-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","서새봄냥 (saddummy)","908242515","194205","12633","4676","657922","8618","true","false","Korean","서새봄냥 (saddummy)"
"760","https://static-cdn.jtvnw.net/jtv_user_pictures/b41cae4c-311b-4529-80d7-89724eadf9dd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","boyMinORu","176985270","141840","17100","1247","656802","80361","true","true","Thai","boyMinORu"
"761","https://static-cdn.jtvnw.net/jtv_user_pictures/6158fbbb-3635-4c8c-83ac-43f634753efb-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","fnxLNTC","87031335","65985","14736","1318","652842","59816","false","true","Portuguese","fnxLNTC"
"762","https://static-cdn.jtvnw.net/jtv_user_pictures/1648a514-021c-4f4c-928b-4d4d43e933ba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tyceno","105829095","61380","21927","1724","652725","44143","true","true","English","Tyceno"
"763","https://static-cdn.jtvnw.net/jtv_user_pictures/sleepy-profile_image-407c8ad000eca3ff-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","sleepy","149979480","50685","21573","2959","651761","82364","true","false","English","sleepy"
"764","https://static-cdn.jtvnw.net/jtv_user_pictures/9194d5c2-aa2d-4be0-a6d7-6ff86b6ad52f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","gonsabellla","91516995","184080","12085","497","651149","31485","true","true","Spanish","gonsabellla"
"765","https://static-cdn.jtvnw.net/jtv_user_pictures/7a4e37d2-590e-4922-9a66-9c87d96999b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","adolfz","313801155","63450","19051","4945","650964","118281","true","true","Portuguese","adolfz"
"766","https://static-cdn.jtvnw.net/jtv_user_pictures/348fffd8-b095-495a-aeae-e93f7ff96f93-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","caps","22430685","2595","20939","8643","649921","24973","true","false","English","caps"
"767","https://static-cdn.jtvnw.net/jtv_user_pictures/22455e2f-c234-4ecd-bcde-3296026d1096-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AndyMilonakis","107557905","68430","15824","1571","649317","38640","true","true","English","AndyMilonakis"
"768","https://static-cdn.jtvnw.net/jtv_user_pictures/2510ed3c-f9dd-4359-bf39-6b03a226532b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mandzio","5921850","3300","3406","1794","649017","-4247","true","false","Polish","Mandzio"
"769","https://static-cdn.jtvnw.net/jtv_user_pictures/58c98517-c38e-4e54-991b-120a1ee5d40d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Rekinss","38284140","116205","3307","329","648609","27376","true","false","Italian","Rekinss"
"770","https://static-cdn.jtvnw.net/jtv_user_pictures/52ef5525-b19f-44f1-b342-2a7e33c45cc3-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","ESL_DOTA2","1002619635","49275","263970","20347","647810","160227","true","false","English","ESL_DOTA2"
"771","https://static-cdn.jtvnw.net/jtv_user_pictures/ff27b921-6c97-4b5c-ab7e-7a39daad3ea1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","evaanna","88777560","11145","39110","7965","647508","116722","true","false","English","evaanna"
"772","https://static-cdn.jtvnw.net/jtv_user_pictures/45a84856-9d89-4d28-b664-935b2eb29e05-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ibabyrainbow","234584910","129810","4785","1807","647502","39330","true","false","English","ibabyrainbow"
"773","https://static-cdn.jtvnw.net/jtv_user_pictures/31b9e758-02e4-4be7-98a7-184e4941e02d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","olofmeister","48525915","21405","12088","2267","647194","83487","true","false","English","olofmeister"
"774","https://static-cdn.jtvnw.net/jtv_user_pictures/c901b680-9876-4e67-826a-e141381628e5-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","m0xyy","100765455","41100","13954","2451","645545","25188","true","false","English","m0xyy"
"775","https://static-cdn.jtvnw.net/jtv_user_pictures/32a6c683-249a-430c-b258-d95e948cf47b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","jean_mago","56622645","36780","7254","1539","645365","8999","true","false","Portuguese","jean_mago"
"776","https://static-cdn.jtvnw.net/jtv_user_pictures/20dabd25-8fdc-4b71-a12f-e4b418855ec4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Grizzy","50543085","24585","4143","2055","645344","140363","true","false","English","Grizzy"
"777","https://static-cdn.jtvnw.net/jtv_user_pictures/a79cf4a4-4131-4ef8-a6a4-43bb955df0a0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Vadeal","99507675","72375","9848","1374","645067","99291","true","false","German","Vadeal"
"778","https://static-cdn.jtvnw.net/jtv_user_pictures/ybicanoooobov-profile_image-841fca9b492bd5d5-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","ybicanoooobov","627480090","119265","19614","5261","645031","30069","true","false","Russian","ybicanoooobov"
"779","https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Gorgc","1643961120","140580","93988","11694","643825","88655","true","true","English","Gorgc"
"780","https://static-cdn.jtvnw.net/jtv_user_pictures/jakenbakelive-profile_image-cf0960d3d360b6c9-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","jakenbakeLIVE","229282470","95025","18007","2412","643729","57783","true","false","English","jakenbakeLIVE"
"781","https://static-cdn.jtvnw.net/jtv_user_pictures/7d91bd5b-9648-4e43-91b8-1157d0d6ee60-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","imls","410437635","90810","26866","4519","643108","55471","true","false","English","imls"
"782","https://static-cdn.jtvnw.net/jtv_user_pictures/bunnyfufuu-profile_image-3b43412af715a641-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BunnyFuFuu","3638475","21960","1300","165","642860","-16794","true","false","English","BunnyFuFuu"
"783","https://static-cdn.jtvnw.net/jtv_user_pictures/swifty-profile_image-a18a3a13667a1f44-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Swifty","89078775","116625","5060","763","642155","9422","true","false","English","Swifty"
"784","https://static-cdn.jtvnw.net/jtv_user_pictures/787bd9dd-9367-45ed-a44d-d755427549b8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","otplol_","3653859915","492765","204072","7415","639821","140875","true","false","French","otplol_"
"785","https://static-cdn.jtvnw.net/jtv_user_pictures/fe06e3aa-9ee7-4b1c-8e7c-1a2db8d46642-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","EnriqueRamosGamer","2696085","16350","972","164","639637","3700","true","false","Spanish","EnriqueRamosGamer"
"786","https://static-cdn.jtvnw.net/jtv_user_pictures/1b021c17-ec96-43d8-bc90-3164264850c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","1DrakoNz","56350920","167310","6186","336","637774","18463","true","true","Portuguese","1DrakoNz"
"787","https://static-cdn.jtvnw.net/jtv_user_pictures/68ee4e55-cdf3-46d0-91c4-f6b133cf16c2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","billzo","25885755","6645","27151","3895","637594","87157","true","false","English","billzo"
"788","https://static-cdn.jtvnw.net/jtv_user_pictures/elfedelobo-profile_image-1d74acb6f0797ea1-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElFedelobo","67279875","20910","21315","3217","636426","240715","true","false","Spanish","ElFedelobo"
"789","https://static-cdn.jtvnw.net/jtv_user_pictures/77589615-7cb0-4179-a1b9-85e2c6850073-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","pulgaboy","73162710","107085","7591","683","636116","53011","true","true","Portuguese","pulgaboy"
"790","https://static-cdn.jtvnw.net/jtv_user_pictures/98e36325-ea01-4f3a-8c27-fe91d10fd73e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mikaylah","18402465","7905","6633","2327","635976","181363","true","false","English","Mikaylah"
"791","https://static-cdn.jtvnw.net/jtv_user_pictures/29e2ebe5-553b-4556-b8ea-a4221a5cbb22-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","imviolet_","81506250","86265","4360","944","635632","56360","true","false","Italian","imviolet_"
"792","https://static-cdn.jtvnw.net/jtv_user_pictures/xthesolutiontv-profile_image-60407df7245fee58-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","xTheSolutionTV","433601190","148920","19890","2911","635272","135073","true","false","German","xTheSolutionTV"
"793","https://static-cdn.jtvnw.net/jtv_user_pictures/dogdog-profile_image-5550ade194780dfc-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","dogdog","371101350","92100","14969","4029","635169","901","true","false","English","dogdog"
"794","https://static-cdn.jtvnw.net/jtv_user_pictures/d40c9b65-5a48-4092-a2db-206df0188627-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","karavay46","72112320","34935","7332","2064","634636","-27778","true","false","Russian","karavay46"
"795","https://static-cdn.jtvnw.net/jtv_user_pictures/f9b9b515-f386-4f5b-843b-34786613e91c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","singsing","598607535","177015","22946","3381","633779","15951","true","true","English","singsing"
"796","https://static-cdn.jtvnw.net/jtv_user_pictures/3a132901-63e4-467d-ad1e-0844491eb661-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","pizfn","413390535","174510","12235","2368","633598","108277","true","false","Italian","pizfn"
"797","https://static-cdn.jtvnw.net/jtv_user_pictures/e29c3ed4-65be-42e0-9a01-5206ea8b18ab-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SuperHenryTran","35590500","34740","7488","1024","633159","81861","true","false","French","SuperHenryTran"
"798","https://static-cdn.jtvnw.net/jtv_user_pictures/6e5892f2-0336-4ec1-82df-4e89470fda3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AriaSaki","251286225","103590","14593","2425","632614","82747","true","false","English","AriaSaki"
"799","https://static-cdn.jtvnw.net/jtv_user_pictures/6e965728-7b9e-452b-a9b0-72cd40898332-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AnneMunition","52533105","79065","17725","664","631489","-16063","true","false","English","AnneMunition"
"800","https://static-cdn.jtvnw.net/jtv_user_pictures/ea3d506d-0339-40e7-ae44-eb104d5a546b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Agraelus","508068870","123525","20003","4113","631356","47695","true","true","Czech","Agraelus"
"801","https://static-cdn.jtvnw.net/jtv_user_pictures/60d183a0-0da5-4d61-ad14-e17448ab5315-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","lol_nemesis","332099040","125505","24610","2646","631298","67501","true","false","English","lol_nemesis"
"802","https://static-cdn.jtvnw.net/jtv_user_pictures/4c7852e2-1c05-42aa-8d35-ae79dc6ac3dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","paulanobre","134986800","121605","7575","1110","630012","69109","true","false","Portuguese","paulanobre"
"803","https://static-cdn.jtvnw.net/jtv_user_pictures/3d0eebfd-8a6f-4ae6-82b3-a8f8e4f6fb3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NiKo","14951295","2055","16805","7275","629351","61808","true","false","English","NiKo"
"804","https://static-cdn.jtvnw.net/jtv_user_pictures/89756cc4-9eb7-4478-ac90-43b4c7b7418c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Smajor","29016840","25860","7002","1122","628931","45256","true","false","English","Smajor"
"805","https://static-cdn.jtvnw.net/jtv_user_pictures/b4b3dbed-8614-4ba3-a7c9-fb36853253da-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","brax","37704870","31950","12473","1180","628871","20840","true","false","English","brax"
"806","https://static-cdn.jtvnw.net/jtv_user_pictures/vgbootcamp-profile_image-2d7c9dd9b19b8c44-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","VGBootCamp","341563095","114900","76058","2972","628351","48184","true","false","English","VGBootCamp"
"807","https://static-cdn.jtvnw.net/jtv_user_pictures/da3b56d1-01fc-4b02-abdb-04c1023fab35-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MattHDGamer","14307270","16545","5201","864","628190","13470","true","false","English","MattHDGamer"
"808","https://static-cdn.jtvnw.net/jtv_user_pictures/c40abbdd-4fcf-4df4-a0c8-2e74f7c73c91-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nephtunie","56683815","129060","10306","439","626747","50081","true","false","Spanish","Nephtunie"
"809","https://static-cdn.jtvnw.net/jtv_user_pictures/9f020225-f11a-459b-9428-9121566471e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Arab","60761745","74265","8197","818","626338","41120","true","false","English","Arab"
"810","https://static-cdn.jtvnw.net/jtv_user_pictures/3f9a5d89-3b97-4add-9863-061c4e4c1f94-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Gnu_Live","74547870","34395","11000","2167","624345","99210","true","false","German","Gnu_Live"
"811","https://static-cdn.jtvnw.net/jtv_user_pictures/310a8c99-bd5b-44e9-b0ad-c9853c7bf7db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MitchJones","129458100","22815","21793","5674","622772","30563","false","false","English","MitchJones"
"812","https://static-cdn.jtvnw.net/jtv_user_pictures/e7d72ec5-135e-4f52-ba44-4057ac6647ff-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","projektmelody","105078090","37365","13056","2812","622251","86242","true","false","English","projektmelody"
"813","https://static-cdn.jtvnw.net/jtv_user_pictures/3f48b21e-a9be-4881-930a-452a420b07e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Moonryde","371484660","142425","20216","2608","622239","58904","true","false","Italian","Moonryde"
"814","https://static-cdn.jtvnw.net/jtv_user_pictures/ba6c0172-998a-4093-bc44-dd690d5f3922-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Linca","129916470","60330","10849","2153","621286","180236","true","false","French","Linca"
"815","https://static-cdn.jtvnw.net/jtv_user_pictures/4938d6f8-a4ae-4319-abe8-f3cba84c01cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Snip3down","176673570","81435","18731","2169","620705","50362","true","true","English","Snip3down"
"816","https://static-cdn.jtvnw.net/jtv_user_pictures/fa57856e-3aef-451a-b4fa-4aceaf7836e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BikiniBodhi","39580650","90780","2797","436","620453","11125","true","false","English","BikiniBodhi"
"817","https://static-cdn.jtvnw.net/jtv_user_pictures/68c84b02-555e-49c8-9ef4-9087de7ce5a5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Chanzes","8062260","54345","1233","148","620152","14637","true","false","English","Chanzes"
"818","https://static-cdn.jtvnw.net/jtv_user_pictures/69303b46-18b1-4447-a0cc-0a4c277eb89a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","deyyszn","56225985","78195","8142","719","619552","76660","true","false","English","deyyszn"
"819","https://static-cdn.jtvnw.net/jtv_user_pictures/27516b3d-5de1-4ce1-87d4-aaebd0bb1d5e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","anders_vejrgang","13324890","6855","8030","1943","619427","7169","true","false","English","anders_vejrgang"
"820","https://static-cdn.jtvnw.net/jtv_user_pictures/30c96535-c10d-4785-950c-a9a690ccbc36-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LLA","717119310","34875","187411","20562","617858","128043","true","false","Spanish","LLA"
"821","https://static-cdn.jtvnw.net/jtv_user_pictures/406ce625-d90d-47fc-b8c8-b437118514ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","demisux","37036605","65580","2216","564","617774","19861","true","false","English","demisux"
"822","https://static-cdn.jtvnw.net/jtv_user_pictures/81317710-d428-45f5-b2a8-1f8089dceddf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","VioletaG","21896940","59220","7421","369","617514","49455","true","false","Spanish","VioletaG"
"823","https://static-cdn.jtvnw.net/jtv_user_pictures/51d69881-7f7f-4e70-8ff6-b1f79800c777-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","HealthyGamer_GG","45864090","19245","23148","2383","615901","29237","true","false","English","HealthyGamer_GG"
"824","https://static-cdn.jtvnw.net/jtv_user_pictures/d61321a5-9a02-4f46-b718-70e3c4260d66-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","just_ns","1434330330","115065","113128","12465","615889","145430","true","true","Russian","just_ns"
"825","https://static-cdn.jtvnw.net/jtv_user_pictures/1c435cb5-980d-4ea3-9ac8-154be3edd9d0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DrIgo","46240740","59025","14179","783","615757","42977","true","false","Spanish","DrIgo"
"826","https://static-cdn.jtvnw.net/jtv_user_pictures/21a5b1c1-ac4e-4881-8075-8e0906406b27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dannyaarons","303345375","73035","30984","4153","615366","346852","true","false","English","dannyaarons"
"827","https://static-cdn.jtvnw.net/jtv_user_pictures/4d5c1c89-10c8-4b58-96c5-c9a7dcc06c2f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LinusTech","47456220","12015","9031","3949","614515","67362","true","false","English","LinusTech"
"828","https://static-cdn.jtvnw.net/jtv_user_pictures/e0414975-0beb-4f28-8799-26cbda05dc60-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Kephrii","128478900","173460","20060","740","614503","29023","true","false","English","Kephrii"
"829","https://static-cdn.jtvnw.net/jtv_user_pictures/angryjoeshow-profile_image-7211a6e0de76f922-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","AngryJoeShow","60030735","90585","2985","662","613900","4321","true","false","English","AngryJoeShow"
"830","https://static-cdn.jtvnw.net/jtv_user_pictures/80190863-5424-4f0a-8bd4-8b1f1c3a2b0a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","bnans","41321700","37470","25434","1102","613313","10222","true","false","English","bnans"
"831","https://static-cdn.jtvnw.net/jtv_user_pictures/4074674c-ad77-412d-aafe-6d276b3cacda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nintendo","11422425","1980","71107","5768","613177","18248","true","false","English","Nintendo"
"832","https://static-cdn.jtvnw.net/jtv_user_pictures/d5a25920-52f5-46c7-8031-39f838585b9c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DougDoug","188110875","34440","13183","5461","612869","206365","true","false","English","DougDoug"
"833","https://static-cdn.jtvnw.net/jtv_user_pictures/ec693537-6ed1-41a6-8d7c-63d7b8d0cee8-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Rush","283267410","49545","15042","5717","612664","93988","true","false","English","Rush"
"834","https://static-cdn.jtvnw.net/jtv_user_pictures/bfb4c03a-01d1-4a47-9cf4-3f8d155602ac-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ahmed_show","42776610","21375","6651","2001","612271","101848","true","false","Arabic","Ahmed_show"
"835","https://static-cdn.jtvnw.net/jtv_user_pictures/acf22aff-d5ae-4a13-bca0-f253da98119e-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Swelyy","169680","75","2953","2262","612094","448","true","false","Arabic","Swelyy"
"836","https://static-cdn.jtvnw.net/jtv_user_pictures/77eb821f-2fb6-44c4-94e1-380c008c8a4c-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","twitchgaming","66658575","11925","41732","5589","612092","14849","true","false","English","twitchgaming"
"837","https://static-cdn.jtvnw.net/jtv_user_pictures/8e03e886-e4a0-4bb1-927f-7ade20102da2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","VALORANT_BR","660923475","52665","150096","12549","611516","254076","true","false","Portuguese","VALORANT_BR"
"838","https://static-cdn.jtvnw.net/jtv_user_pictures/b260e1c2-ad39-47bc-95ed-b7a2c7d6cd4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","탬탬버린 (2chamcham2)","445199250","96780","22954","4600","611347","40106","true","false","Korean","탬탬버린 (2chamcham2)"
"839","https://static-cdn.jtvnw.net/jtv_user_pictures/2f798ff3-aaed-44cb-b0cd-f1ee35abddc8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","berleezy","56238555","10140","18372","5546","610437","109247","true","true","English","berleezy"
"840","https://static-cdn.jtvnw.net/jtv_user_pictures/8e9f343d-5027-4fe2-a0f8-a30b32c8f5e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Albralelie","254399730","143640","17940","1771","609460","85833","true","false","English","Albralelie"
"841","https://static-cdn.jtvnw.net/jtv_user_pictures/61741a5c-89a6-4088-9eb7-9ecbc7cdb36f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NarcolepticNugget","18324645","38490","1413","476","609229","9992","true","false","English","NarcolepticNugget"
"842","https://static-cdn.jtvnw.net/jtv_user_pictures/dfb0cef3-87ca-4f09-9f52-7d7de319afbb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mch_AGG","645004890","455775","57475","1415","608616","150650","true","false","Portuguese","mch_AGG"
"843","https://static-cdn.jtvnw.net/jtv_user_pictures/b4fbeb77-2433-4151-85a3-475106e0bcb5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","richwcampbell","198971310","35625","43099","5585","608103","60040","true","false","English","richwcampbell"
"844","https://static-cdn.jtvnw.net/jtv_user_pictures/329b27f2-a551-453d-af5c-bd6b21f826c7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AlphaCast","260771580","77490","45107","3365","607904","40226","true","false","French","AlphaCast"
"845","https://static-cdn.jtvnw.net/jtv_user_pictures/41dc5b76-6308-4766-b7c8-a11783792c21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Wallibear","14304555","34290","2313","417","607890","43465","true","false","English","Wallibear"
"846","https://static-cdn.jtvnw.net/jtv_user_pictures/1718aa73-e974-4fe5-9c3b-579fd54282d8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Hasvik","32010720","72060","10553","444","607628","70818","true","false","Spanish","Hasvik"
"847","https://static-cdn.jtvnw.net/jtv_user_pictures/6e593335-c2f3-4227-bc0d-34634472cf0f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Northernlion","563680050","69420","13783","8119","607329","69557","true","false","English","Northernlion"
"848","https://static-cdn.jtvnw.net/jtv_user_pictures/7396bd43-4093-490e-9947-ba3ba1d87bfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ovotz","114029205","136140","4863","837","607242","195005","true","false","Portuguese","ovotz"
"849","https://static-cdn.jtvnw.net/jtv_user_pictures/7d354ef2-b2a8-4276-8c12-5be7f6301ae0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","풍월량 (hanryang1125)","2423549175","172590","36607","14042","607233","29508","true","false","Korean","풍월량 (hanryang1125)"
"850","https://static-cdn.jtvnw.net/jtv_user_pictures/07defa7b-6184-4d26-a1e8-71addd41caff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CSRuHub","11532630","11370","6849","1014","606417","-6335","true","false","Russian","CSRuHub"
"851","https://static-cdn.jtvnw.net/jtv_user_pictures/78d50822-2866-4799-b398-73a726f7dff2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Harmii","210567585","159825","5611","1317","605402","79169","true","false","German","Harmii"
"852","https://static-cdn.jtvnw.net/jtv_user_pictures/b5bee189-8e3e-4a9d-b3d5-015afe27166c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dereknlmb","20935680","57750","5164","362","604224","395667","true","false","English","dereknlmb"
"853","https://static-cdn.jtvnw.net/jtv_user_pictures/9541e9e6-9982-4233-8796-2191ff148db0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nervarien","43390470","82125","8043","528","603620","4820","true","false","Polish","Nervarien"
"854","https://static-cdn.jtvnw.net/jtv_user_pictures/sirhcez-profile_image-0ba1286e6b34cc39-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","SirhcEz","131599860","163425","3268","805","603446","1861","true","false","English","SirhcEz"
"855","https://static-cdn.jtvnw.net/jtv_user_pictures/maau-profile_image-3e57329d9c5f4bf7-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MAAU","76890165","32355","12058","2376","603311","105804","true","false","Spanish","MAAU"
"856","https://static-cdn.jtvnw.net/jtv_user_pictures/cea34708-d71f-445e-963a-b496f68f574f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","JeanPormanove","79436475","109020","9466","728","602822","125479","true","true","French","JeanPormanove"
"857","https://static-cdn.jtvnw.net/jtv_user_pictures/c6c3a34a-1421-442e-a744-b6bcb58679db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Terroriser","13524825","10665","4028","1268","600788","17846","true","false","English","Terroriser"
"858","https://static-cdn.jtvnw.net/jtv_user_pictures/cacec781-dc15-4b96-95ad-cb5c6139bd6c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","littleragergirl","161011380","69435","28296","2318","600774","196162","true","false","Spanish","littleragergirl"
"859","https://static-cdn.jtvnw.net/jtv_user_pictures/b78c4849-d75e-43fa-8584-689f7ee3de88-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","EFEUYGAC","48619665","12540","30920","3877","600495","51330","true","true","Turkish","EFEUYGAC"
"860","https://static-cdn.jtvnw.net/jtv_user_pictures/dd000fb5-e41d-4676-a793-8d024030ac55-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Pokemon","120480300","47130","35836","2556","598460","127503","true","false","English","Pokemon"
"861","https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NoWay4u_Sir","2235758880","179370","34205","12464","597689","72891","true","false","German","NoWay4u_Sir"
