"Ranking","Image","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"1","https://static-cdn.jtvnw.net/jtv_user_pictures/c7aaf7b0-49c7-4dd3-8228-861478bfd435-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ninja","603190110","53295","59844","11317","18496564","1004807","false","false","English","Ninja"
"2","https://static-cdn.jtvnw.net/jtv_user_pictures/bf1d52e3-b46b-4c07-9b4f-a1ab8c4e40f8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","auronplay","5693989935","62625","412200","90921","15049230","2882636","true","false","Spanish","auronplay"
"3","https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Rubius","2960892540","85320","372079","34703","13919996","2411720","true","false","Spanish","Rubius"
"4","https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ibai","6141711150","77265","3351678","79488","12927416","3241514","true","false","Spanish","ibai"
"5","https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","xQc","12102456435","188460","312158","64217","11717481","1549945","true","false","English","xQc"
"6","https://static-cdn.jtvnw.net/jtv_user_pictures/82b63a01-628f-4c81-9b05-dd3a5011fdda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tfue","1211385720","117630","52689","10298","11384873","481329","true","false","English","Tfue"
"7","https://static-cdn.jtvnw.net/jtv_user_pictures/de4cee58-aee7-400d-b823-32aa7a1d3235-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TheGrefg","1815661860","81690","1745462","22226","11253869","1407468","true","false","Spanish","TheGrefg"
"8","https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","shroud","2317407735","130860","156716","17709","10501589","490311","true","false","English","shroud"
"9","https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","juansguarnizo","2504499390","92040","142570","27210","10340156","2787374","true","false","Spanish","juansguarnizo"
"10","https://static-cdn.jtvnw.net/jtv_user_pictures/6cd4de40-1a83-46c7-aea5-3bd73f90e7e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","pokimane","532330560","34530","96124","15416","9308534","319477","true","false","English","pokimane"
"11","https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sodapoppin","1538828265","89160","68378","17259","8836363","5617105","true","true","English","sodapoppin"
"12","https://static-cdn.jtvnw.net/jtv_user_pictures/d4885242-febf-4a11-a42a-a0ad52474ee2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElSpreen","3474967335","62850","403954","55289","7458994","3919618","true","false","Spanish","ElSpreen"
"13","https://static-cdn.jtvnw.net/jtv_user_pictures/c814f430-44bd-41c5-aa47-edf2360d5e74-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Myth","86809305","25170","12427","3448","7446663","36310","true","false","English","Myth"
"14","https://static-cdn.jtvnw.net/jtv_user_pictures/65407962-515e-4153-bf2d-8fd943395ff3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Heelmike","99920595","57105","11028","1749","7429524","30820","true","true","English","Heelmike"
"15","https://static-cdn.jtvnw.net/jtv_user_pictures/1a50f189-3f73-4a93-a6e4-d53e8a26fceb-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","tommyinnit","182471445","6345","98267","28758","7390492","311788","true","false","English","tommyinnit"
"16","https://static-cdn.jtvnw.net/jtv_user_pictures/10c197cb-295f-4d40-8a6c-26a0a5da22ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AdinRoss","3011812125","47445","266118","63480","7251801","1449424","true","false","English","AdinRoss"
"17","https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElMariana","2392378260","59745","125423","40043","7199235","3427135","true","false","Spanish","ElMariana"
"18","https://static-cdn.jtvnw.net/jtv_user_pictures/b3c347ed-1a7a-40a2-8bee-8a7c4426eb33-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NICKMERCS","2555771550","117240","108069","21799","6661295","259181","true","false","English","NICKMERCS"
"19","https://static-cdn.jtvnw.net/jtv_user_pictures/687eca1d-7479-4770-ab2c-fdac418e6c08-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Riot Games (riotgames)","3562869675","61920","988867","57539","6547561","522628","true","false","English","Riot Games (riotgames)"
"20","https://static-cdn.jtvnw.net/jtv_user_pictures/538ad5c6-8c22-4713-ab29-bafd24605ffb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dream","117858630","2310","114523","51021","6414701","465185","true","false","English","Dream"
"21","https://static-cdn.jtvnw.net/jtv_user_pictures/75260307-584a-4eb7-99ba-d2708d27795e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SypherPK","601711995","111315","151092","5405","6358925","836518","true","false","English","SypherPK"
"22","https://static-cdn.jtvnw.net/jtv_user_pictures/92c6b810-4046-4cbb-b852-7a0ec4c2896c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AMOURANTH","1740664800","203385","67949","8558","6357499","1134681","true","false","English","AMOURANTH"
"23","https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alanzoka","1733421465","94950","72306","18256","6343381","732954","true","false","Portuguese","alanzoka"
"24","https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","summit1g","4112226675","247890","48921","16588","6170974","101938","true","false","English","summit1g"
"25","https://static-cdn.jtvnw.net/jtv_user_pictures/1975b18f-fa7d-443f-b191-fba08f92f3a2-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","ESL_CSGO","5320466085","423750","490988","12555","6004902","685579","true","false","English","ESL_CSGO"
"26","https://static-cdn.jtvnw.net/jtv_user_pictures/a71759f1-11c4-4b0d-bec5-35a480b34958-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AriGameplays","344730360","49275","109321","6996","5956818","1990880","true","false","Spanish","AriGameplays"
"27","https://static-cdn.jtvnw.net/jtv_user_pictures/6f4129f6-3750-4c02-b7c8-c88a05064129-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Clix","1072164735","88740","95503","12082","5835364","1151715","true","false","English","Clix"
"28","https://static-cdn.jtvnw.net/jtv_user_pictures/823b1a32-eb4e-425a-b1e6-48913ed58f1b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Quackity","90269490","1680","209422","53731","5646916","1082609","true","false","English","Quackity"
"29","https://static-cdn.jtvnw.net/jtv_user_pictures/f7b12a51-e416-48ba-aff7-78167359b3a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Fortnite","215422890","15270","94646","14107","5434397","471003","true","false","English","Fortnite"
"30","https://static-cdn.jtvnw.net/jtv_user_pictures/4a7437d6-4c6a-4fa2-acb7-7ad68397fda0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elded","700665675","118335","39941","5921","5430379","491231","true","false","Spanish","elded"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/d378b8b2-d06f-46df-a4e5-15e46c60e0b5-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Mongraal","104837655","20505","28923","5112","5357750","157120","true","false","English","Mongraal"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/b64f8a6d-64b9-4b36-b0ba-e2c9ba103574-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Robleis","683442360","87750","60540","7788","5288255","1502756","true","false","Spanish","Robleis"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","loltyler1","3356827710","161325","74015","20807","5212646","368691","true","false","English","loltyler1"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/f7d41bcc-5e5c-48b1-a2fd-a963c45b66a1-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Bugha","99951465","34065","20325","2934","5185499","176691","true","false","English","Bugha"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/905af69a-4fd8-42c7-b842-bf4ee4d51b3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tubbo","507868320","71850","62346","7068","5136211","269348","true","false","English","Tubbo"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/ff238566-dc40-4849-8f80-8fbbcfaabbc9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GeorgeNotFound","199160190","6345","129349","31388","5114245","346677","true","false","English","GeorgeNotFound"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/df6f775d-8794-4cbe-aa85-dbdc72975696-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","moistcr1tikal","1542165000","117525","82734","13122","4919852","1174522","true","false","English","moistcr1tikal"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MontanaBlack88","1404973950","48885","129472","28740","4879143","449256","true","true","German","MontanaBlack88"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/1d8cd548-04fa-49fb-bfcd-f222f73482b6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","KaiCenat","6989627040","123060","283245","56798","4833559","3698417","true","false","English","KaiCenat"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/7d462614-fd45-405c-a0d7-f628f68549e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SLAKUN10","135822435","13230","247577","10266","4676331","837399","true","false","Spanish","SLAKUN10"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/96a94fcc-65e6-46f7-af5c-dc308155a63b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","WilburSoot","131231835","4155","102117","31584","4670752","302791","true","true","English","WilburSoot"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/ea2a756e-32e4-4db3-9386-646433d16b5b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dakotaz","186270570","87600","8962","2126","4663400","29894","true","false","English","Dakotaz"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/8de4d844-586d-4be9-8570-04a0678fa99e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RanbooLive","497734230","22005","90719","22619","4456925","212728","true","false","English","RanbooLive"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/c3a2d34f-a063-45f1-b857-c33788527c83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NickEh30","513014100","106920","40425","4798","4373940","613307","true","false","English","NickEh30"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/0c784204-f3aa-454f-aacc-8e304a6afc72-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Philza","345202875","47130","61791","7324","4154657","211521","true","true","English","Philza"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/df3e5800-b524-4c4e-87b0-8b3646d9185a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Squeezie","713700945","20175","1018817","35375","4132475","744144","true","false","French","Squeezie"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/c07acddc-1e1b-479f-97c4-09636f80e857-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","loud_coringa","3879885330","96090","205471","40377","4084009","1111398","true","false","Portuguese","loud_coringa"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/sykkuno-profile_image-6ab1e70e07e29e9b-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Sykkuno","133719615","8550","30607","15639","4045694","24553","true","false","English","Sykkuno"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/e4b8f0d6-91ed-4233-b923-aae2c9269992-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","QuackityToo","727330695","17325","120532","41981","4013187","2249611","true","false","Spanish","QuackityToo"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/1aea44a4-d85b-401e-b9f5-cb6906d77594-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","benjyfishy","177157215","49290","20527","3594","3935840","125425","true","false","English","benjyfishy"
"51","https://static-cdn.jtvnw.net/jtv_user_pictures/4f182bee-012a-4955-9bd2-55d903f84276-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RocketLeague","1672398510","42675","256159","39189","3917067","390863","true","false","English","RocketLeague"
"52","https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Gotaga","1020640290","86790","111277","11759","3900038","318898","true","false","French","Gotaga"
"53","https://static-cdn.jtvnw.net/jtv_user_pictures/0294fec8-8572-4517-9b60-12e0705a8893-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Elraenn","1430993910","52950","163915","27025","3882842","998807","true","true","Turkish","Elraenn"
"54","https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Symfuhny","1181155020","152250","42110","7757","3859229","311382","true","false","English","Symfuhny"
"55","https://static-cdn.jtvnw.net/jtv_user_pictures/f4b12683-57ff-4b57-926a-67512b43a7ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Gaules","9137172360","520290","669678","17561","3856618","504809","true","true","Portuguese","Gaules"
"56","https://static-cdn.jtvnw.net/jtv_user_pictures/ab49dc0a-4b33-4dba-adb7-2a0d7ed08f3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","VALORANT","2836289760","111945","281190","25336","3733358","1219155","true","false","English","VALORANT"
"57","https://static-cdn.jtvnw.net/jtv_user_pictures/4de1a3ee-1b98-4c6c-9ba8-01a1e45c9fb9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","coscu","344389320","65145","203472","5286","3727050","303144","true","true","Spanish","coscu"
"58","https://static-cdn.jtvnw.net/jtv_user_pictures/2860bc62-377d-40da-918b-470b2afe08e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NOBRU","8875200","4140","11662","2143","3718864","10098","true","false","Portuguese","NOBRU"
"59","https://static-cdn.jtvnw.net/jtv_user_pictures/8c2183e6-0deb-4377-a0bf-cbbf56ea70f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","karljacobs","54403980","1995","59501","27270","3705919","301454","true","false","English","karljacobs"
"60","https://static-cdn.jtvnw.net/jtv_user_pictures/ed0f84d6-2d2d-4c4e-a5fe-7a3cc365684a-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Castro_1021","1026418605","66495","66926","15436","3681234","199076","true","false","English","Castro_1021"
"61","https://static-cdn.jtvnw.net/jtv_user_pictures/35879a43-1805-44ff-8fe8-3bfa38f14f9f-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","MissaSinfonia","98370675","7140","54768","13777","3651907","707512","true","false","Spanish","MissaSinfonia"
"62","https://static-cdn.jtvnw.net/jtv_user_pictures/32805a78-d927-48bd-8089-bf5efed53ea4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","casimito","3167810700","105510","353949","30023","3542564","1463491","true","true","Portuguese","casimito"
"63","https://static-cdn.jtvnw.net/jtv_user_pictures/0fc464e5-810f-4995-8319-a3f48599f2f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Carreraaa","525481410","46500","120972","11300","3479661","1717115","true","false","Spanish","Carreraaa"
"64","https://static-cdn.jtvnw.net/jtv_user_pictures/0e6f8782-d5b9-4a51-ae8a-9c952c213487-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","rivers_gg","994266105","73335","163821","13557","3441242","2809239","true","false","Spanish","rivers_gg"
"65","https://static-cdn.jtvnw.net/jtv_user_pictures/96d66837-22f0-4393-89c5-2e5c2408485b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","buster","927969210","37965","81656","24442","3425967","574055","true","false","Russian","buster"
"66","https://static-cdn.jtvnw.net/jtv_user_pictures/65232217-c113-40ce-aaa9-50b06a6ee8fa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","s1mple","170309085","7215","60012","23604","3376218","285468","true","false","English","s1mple"
"67","https://static-cdn.jtvnw.net/jtv_user_pictures/asmongold-profile_image-f7ddcbd0332f5d28-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Asmongold","3218886825","49155","448161","65484","3364117","480387","true","false","English","Asmongold"
"68","https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Trymacs","2349125385","122790","140876","19131","3327729","396402","true","false","German","Trymacs"
"69","https://static-cdn.jtvnw.net/jtv_user_pictures/107a3c5e-ab5c-4e73-81ab-b11591ee477c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Sapnap","61895490","3075","297212","20128","3315111","326494","true","false","English","Sapnap"
"70","https://static-cdn.jtvnw.net/jtv_user_pictures/788f6fed-0d18-4975-8dce-afd1f228d2e7-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Fernanfloo","52050915","8355","26879","6229","3308642","707823","true","false","Spanish","Fernanfloo"
"71","https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elxokas","1979485680","140250","145198","14113","3303132","449706","true","false","Spanish","elxokas"
"72","https://static-cdn.jtvnw.net/jtv_user_pictures/17a3e618-d192-4870-82e5-b55082289a2e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TenZ","780766215","34590","106459","22572","3293843","870979","true","false","English","TenZ"
"73","https://static-cdn.jtvnw.net/jtv_user_pictures/024a97a5-ba44-4665-b77c-69dc7678af44-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Alexby11","222515850","46380","73607","4797","3263574","325016","true","false","Spanish","Alexby11"
"74","https://static-cdn.jtvnw.net/jtv_user_pictures/9fe6686f-d1a0-41a5-9962-5c73997d3dca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IamCristinini","371418120","91395","62034","4063","3250889","393442","true","false","Other","IamCristinini"
"75","https://static-cdn.jtvnw.net/jtv_user_pictures/37454f0e-581b-42ba-b95b-416f3113fd37-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IlloJuan","3263771205","85245","172014","38286","3200569","1479360","true","false","Spanish","IlloJuan"
"76","https://static-cdn.jtvnw.net/jtv_user_pictures/e8f331bc-6f96-4af0-8ee6-c49ff9b63e6b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","biyin_","388850835","44175","112381","8802","3137670","666757","true","false","Spanish","biyin_"
"77","https://static-cdn.jtvnw.net/jtv_user_pictures/9ea9d6d3-cc64-42e2-a66f-f74624ff81be-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Syndicate","20180730","25260","1990","798","3121011","-10105","true","false","English","Syndicate"
"78","https://static-cdn.jtvnw.net/jtv_user_pictures/1e65169d-750b-4b18-a688-af840acc8624-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","x2Twins","27443670","13365","7799","2053","3110055","58059","true","false","English","x2Twins"
"79","https://static-cdn.jtvnw.net/jtv_user_pictures/0a07aa83-9f97-48d6-b014-66ad4e1e7668-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Staryuuki","337502955","87405","17125","3861","3011432","588448","true","false","Spanish","Staryuuki"
"80","https://static-cdn.jtvnw.net/jtv_user_pictures/3c7e4307-f540-4415-84b3-513ce143f0ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Aydan","719342025","148395","41117","4847","2960055","198725","true","true","English","Aydan"
"81","https://static-cdn.jtvnw.net/jtv_user_pictures/14c881e9-4622-489a-8a29-55f09bc83faf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Jelty","279553575","66615","23518","4196","2953161","271909","true","false","Spanish","Jelty"
"82","https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LIRIK","2308007325","121770","52716","18953","2925880","53111","true","false","English","LIRIK"
"83","https://static-cdn.jtvnw.net/jtv_user_pictures/95d00b2e-edd7-45dc-beaf-6d88d50546dd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LOLITOFDEZ","47667795","13245","16821","3598","2916335","145305","true","false","Spanish","LOLITOFDEZ"
"84","https://static-cdn.jtvnw.net/jtv_user_pictures/28b40271-8bb1-4a27-9ad7-8e9a55e06180-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","wtcN","556466625","51165","92926","10875","2862048","223401","true","true","Turkish","wtcN"
"85","https://static-cdn.jtvnw.net/jtv_user_pictures/c7a4c96e-a434-4dfa-9bcf-6190995dd536-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aceu","1193887710","100245","36749","11909","2861461","476281","true","true","English","aceu"
"86","https://static-cdn.jtvnw.net/jtv_user_pictures/210e4120-b337-4ee1-af9b-731cccfca85c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Loserfruit","122792025","91965","19688","1335","2859511","131950","true","false","English","Loserfruit"
"87","https://static-cdn.jtvnw.net/jtv_user_pictures/2b451fa3-32fe-4a92-844f-f1b303116ca6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MrSavage","165645030","26205","33290","6321","2846126","209589","true","false","English","MrSavage"
"88","https://static-cdn.jtvnw.net/jtv_user_pictures/320226c6-f422-4baf-8ed2-1be7eb3757e6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","cloakzy","381269445","77085","21559","4946","2846015","65191","true","false","English","cloakzy"
"89","https://static-cdn.jtvnw.net/jtv_user_pictures/e74c8d57-9ce6-4c22-b60b-c1b8ce8be6b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","EASPORTSFIFA","297677355","22860","113557","13021","2820421","454144","true","false","English","EASPORTSFIFA"
"90","https://static-cdn.jtvnw.net/jtv_user_pictures/2f3b8fd5-b2d2-403b-9aaf-16e69073b584-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Luzu","131993850","32430","86434","4070","2819216","633678","true","false","Spanish","Luzu"
"91","https://static-cdn.jtvnw.net/jtv_user_pictures/jacksepticeye-profile_image-46a43bacf6c0cd59-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","jacksepticeye","14675970","1440","25475","10191","2817914","62622","true","false","English","jacksepticeye"
"92","https://static-cdn.jtvnw.net/jtv_user_pictures/0020626c-586e-4863-9124-8561fa7ffc33-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aXoZer","447653460","111750","522452","4005","2775274","1008229","true","false","Spanish","aXoZer"
"93","https://static-cdn.jtvnw.net/jtv_user_pictures/87d3d6ea-da91-4bc5-a200-e85aea765cf8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DisguisedToast","919261710","75180","79178","12227","2775260","316104","true","false","English","DisguisedToast"
"94","https://static-cdn.jtvnw.net/jtv_user_pictures/7e8cf45d-997b-4fcd-a077-b0df29181424-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nightblue3","168713280","46470","20476","3630","2720463","-6538","true","false","English","Nightblue3"
"95","https://static-cdn.jtvnw.net/jtv_user_pictures/anomaly-profile_image-0be1a6abbc7a9f45-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Anomaly","95802000","59175","12779","1618","2700638","54694","true","false","English","Anomaly"
"96","https://static-cdn.jtvnw.net/jtv_user_pictures/20124c72-e72e-4f7e-8d3e-e85fbd001221-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nihachu","58361055","16725","25293","3489","2694613","53883","true","false","English","Nihachu"
"97","https://static-cdn.jtvnw.net/jtv_user_pictures/9aea787b-a758-4ffa-b4b0-b8c3e75f6231-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","stableronaldo","102698430","37425","25386","2744","2653305","65380","true","false","English","stableronaldo"
"98","https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Cellbit","1681988220","110430","149983","15231","2637456","416884","true","true","Portuguese","Cellbit"
"99","https://static-cdn.jtvnw.net/jtv_user_pictures/07580fe8-4509-4cbd-84b6-31732234e98c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","iiTzTimmy","1721567880","189375","69273","9090","2632539","852686","true","false","English","iiTzTimmy"
"100","https://static-cdn.jtvnw.net/jtv_user_pictures/imaqtpie-profile_image-8efb10b7bed60d76-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","imaqtpie","299481270","169725","8974","1764","2591040","-36345","true","false","English","imaqtpie"
"101","https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","tarik","4706962320","167250","190529","28143","2589436","1089838","true","false","English","tarik"
"102","https://static-cdn.jtvnw.net/jtv_user_pictures/49d93bca-ab1b-401a-8775-2f06af4b71d4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LITkillah","28973280","4530","22922","6395","2558566","227785","true","false","Spanish","LITkillah"
"103","https://static-cdn.jtvnw.net/jtv_user_pictures/cc502d45-7ad7-4989-b434-13cc7bb982a2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NimuVT","149732580","49920","82995","2999","2557741","709685","true","false","Spanish","NimuVT"
